sam,date,loc,locnum,state,res,fftotal,estb,estg,estr,ests,pct_b,pct_g,pct_r,pct_s
N_2012-001_E_11,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_J_25,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_A_1,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_D_10,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_C_7,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_K_26,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_L_27,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_B_4,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_C_8,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_A_3,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_L_29,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_B_5,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_A_2,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_I_21,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_F_15,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_G_18,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_L_28,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_H_20,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_H_19,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_F_16,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_I_22,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_F_14,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_J_23,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_J_24,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_G_17,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_C_9,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_E_12,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_B_6,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-001_E_13,29/04/2012,Sydney CP,6,N,0,5535,135,5400,0,0,2.40,97.56,0.00,0.00
N_2012-002_F_18,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_E_16,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_M_38,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_D_11,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_M_39,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_G_21,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_I_27,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_P_,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_F_17,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_D_12,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_F_19,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_L_36,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_D_13,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_B_7,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_I_26,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_C_8,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_H_23,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_O_,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_K_33,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_L_35,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_J_30,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_G_22,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_C_10,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_E_14,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_A_4,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_N_41,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_K_32,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_L_37,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_G_20,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_A_2,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_J_31,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_H_25,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_H_24,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_E_15,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_K_34,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_C_9,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_M_40,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_B_6,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_I_28,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_A_1,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_A_3,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_J_29,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-002_B_5,5/05/2012,Singleton,10,N,0,50000,5000,35000,10000,0,10.00,70.00,20.00,0.00
N_2012-004_L_34,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_E_15,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_H_27,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_G_24,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_A_1,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_B_6,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_K_32,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_C_9,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_L_33,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_F_18,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_C_8,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_B_7,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_H_26,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_E_16,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_J_31,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_F_19,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_F_20,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_J_30,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_I_28,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_A_3,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_F_21,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_E_17,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_B_5,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_C_10,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_B_4,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_E_14,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_D_12,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_A_2,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_D_13,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_I_29,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_D_11,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_G_22,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_H_25,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-004_G_23,12/05/2012,Lismore,17,N,0,20000,1000,19000,0,0,5.00,95.00,0.00,0.00
N_2012-005_F_21,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_B_5,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_D_11,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_J_30,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_G_25,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_J_31,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_E_18,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_H_28,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_A_3,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_F_20,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_I_29,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_H_26,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_L_36,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_D_14,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_D_12,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_K_34,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_B_7,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_E_17,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_E_16,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_F_19,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_K_33,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_G_23,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_E_15,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_A_4,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_G_24,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_L_37,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_K_32,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_H_27,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_F_22,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_A_1,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_L_35,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_C_10,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_D_13,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_B_6,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_C_8,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_C_9,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-005_A_2,13/05/2012,Bellingen,15,N,0,50000,5000,45000,0,0,10.00,90.00,0.00,0.00
N_2012-006_F_18,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_G_22,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_F_20,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_B_6,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_G_24,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_D_12,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_D_13,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_G_23,14/05/2012,Wingham,12,N,1,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_H_28,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_I_30,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_A_1,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_I_32,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_C_9,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_D_11,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_D_14,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_G_25,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_I_31,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_H_27,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_F_19,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_H_26,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_B_5,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_A_4,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_A_3,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_E_17,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_E_15,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_B_8,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_B_7,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_J_0,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_A_2,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_E_16,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_C_10,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_H_29,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-006_F_21,14/05/2012,Wingham,12,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2012-007_A_3,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_L_0,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_F_14,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_J_24,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_D_12,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_F_15,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_A_2,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_K_0,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_I_23,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_I_22,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_G_16,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_A_1,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_D_10,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_B_5,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_C_8,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_I_21,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_H_18,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_B_4,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_D_11,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_B_6,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_E_13,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_H_19,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_D_9,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_G_17,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_C_7,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-007_H_20,26/05/2012,Sydney CP,6,N,0,7000,100,6900,0,0,1.40,98.57,0.00,0.00
N_2012-010_I_29,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_A_1,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_E_16,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_C_11,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_N_43,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_F_21,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_B_5,2/06/2012,Singleton,10,N,1,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_B_7,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_K_36,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_J_33,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_K_34,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_O_47,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_H_25,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_A_3,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_M_40,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_G_22,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_L_37,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_J_31,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_G_24,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_F_20,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_E_17,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_F_19,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_G_23,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_J_32,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_C_10,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_L_38,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_N_45,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_H_26,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_I_28,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_M_41,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_A_4,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_E_18,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_N_44,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_H_27,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_O_48,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_A_2,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
