sam,date,loc,locnum,state,res,fftotal,estb,estg,estr,ests,pct_b,pct_g,pct_r,pct_s
N_2014-045_C_7,23/06/2014,Bellingen,15,N,0,5000,0,5000,0,0,0.00,100.00,0.00,0.00
N_2014-046_J_0,24/06/2014,Singleton,10,N,0,5000,500,4500,0,0,10.00,90.00,0.00,0.00
N_2014-046_H_0,24/06/2014,Singleton,10,N,0,5000,500,4500,0,0,10.00,90.00,0.00,0.00
N_2014-046_F_0,24/06/2014,Singleton,10,N,0,5000,500,4500,0,0,10.00,90.00,0.00,0.00
N_2014-046_I_0,24/06/2014,Singleton,10,N,0,5000,500,4500,0,0,10.00,90.00,0.00,0.00
N_2014-046_A_1,24/06/2014,Singleton,10,N,0,5000,500,4500,0,0,10.00,90.00,0.00,0.00
N_2014-046_A_2,24/06/2014,Singleton,10,N,0,5000,500,4500,0,0,10.00,90.00,0.00,0.00
N_2014-046_C_0,24/06/2014,Singleton,10,N,0,5000,500,4500,0,0,10.00,90.00,0.00,0.00
N_2014-046_A_3,24/06/2014,Singleton,10,N,0,5000,500,4500,0,0,10.00,90.00,0.00,0.00
N_2014-046_E_0,24/06/2014,Singleton,10,N,0,5000,500,4500,0,0,10.00,90.00,0.00,0.00
N_2014-046_D_0,24/06/2014,Singleton,10,N,0,5000,500,4500,0,0,10.00,90.00,0.00,0.00
N_2014-046_B_4,24/06/2014,Singleton,10,N,0,5000,500,4500,0,0,10.00,90.00,0.00,0.00
N_2014-046_G_0,24/06/2014,Singleton,10,N,0,5000,500,4500,0,0,10.00,90.00,0.00,0.00
N_2014-047_J_30,24/06/2014,Port Macquarie,13,N,0,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_G_19,24/06/2014,Port Macquarie,13,N,0,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_I_26,24/06/2014,Port Macquarie,13,N,0,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_I_25,24/06/2014,Port Macquarie,13,N,0,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_H_23,24/06/2014,Port Macquarie,13,N,0,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_H_22,24/06/2014,Port Macquarie,13,N,1,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_C_8,24/06/2014,Port Macquarie,13,N,1,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_J_29,24/06/2014,Port Macquarie,13,N,0,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_F_18,24/06/2014,Port Macquarie,13,N,0,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_I_27,24/06/2014,Port Macquarie,13,N,0,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_A_2,24/06/2014,Port Macquarie,13,N,1,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_E_14,24/06/2014,Port Macquarie,13,N,0,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_E_13,24/06/2014,Port Macquarie,13,N,1,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_D_10,24/06/2014,Port Macquarie,13,N,0,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_B_4,24/06/2014,Port Macquarie,13,N,0,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_H_24,24/06/2014,Port Macquarie,13,N,0,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_E_15,24/06/2014,Port Macquarie,13,N,1,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_F_17,24/06/2014,Port Macquarie,13,N,0,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_D_12,24/06/2014,Port Macquarie,13,N,0,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_G_21,24/06/2014,Port Macquarie,13,N,0,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_B_5,24/06/2014,Port Macquarie,13,N,0,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_C_7,24/06/2014,Port Macquarie,13,N,1,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_A_3,24/06/2014,Port Macquarie,13,N,0,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_C_9,24/06/2014,Port Macquarie,13,N,1,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_A_1,24/06/2014,Port Macquarie,13,N,1,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_J_28,24/06/2014,Port Macquarie,13,N,0,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_B_6,24/06/2014,Port Macquarie,13,N,0,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_F_16,24/06/2014,Port Macquarie,13,N,0,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_D_11,24/06/2014,Port Macquarie,13,N,0,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-047_G_20,24/06/2014,Port Macquarie,13,N,0,17500,7000,10500,0,0,40.00,60.00,0.00,0.00
N_2014-048_I_27,25/06/2014,Wingham,12,N,0,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_C_8,25/06/2014,Wingham,12,N,1,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_G_21,25/06/2014,Wingham,12,N,0,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_J_30,25/06/2014,Wingham,12,N,0,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_D_12,25/06/2014,Wingham,12,N,0,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_A_2,25/06/2014,Wingham,12,N,0,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_I_29,25/06/2014,Wingham,12,N,0,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_E_13,25/06/2014,Wingham,12,N,0,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_A_3,25/06/2014,Wingham,12,N,0,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_E_14,25/06/2014,Wingham,12,N,0,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_D_10,25/06/2014,Wingham,12,N,0,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_F_17,25/06/2014,Wingham,12,N,0,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_E_15,25/06/2014,Wingham,12,N,1,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_F_18,25/06/2014,Wingham,12,N,1,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_B_5,25/06/2014,Wingham,12,N,0,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_F_16,25/06/2014,Wingham,12,N,0,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_I_26,25/06/2014,Wingham,12,N,0,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_G_20,25/06/2014,Wingham,12,N,0,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_G_22,25/06/2014,Wingham,12,N,0,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_F_19,25/06/2014,Wingham,12,N,1,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_B_6,25/06/2014,Wingham,12,N,0,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_I_28,25/06/2014,Wingham,12,N,0,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_H_25,25/06/2014,Wingham,12,N,1,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_D_11,25/06/2014,Wingham,12,N,0,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_B_4,25/06/2014,Wingham,12,N,0,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_C_9,25/06/2014,Wingham,12,N,1,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_A_1,25/06/2014,Wingham,12,N,0,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_H_24,25/06/2014,Wingham,12,N,1,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_C_7,25/06/2014,Wingham,12,N,0,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-048_H_23,25/06/2014,Wingham,12,N,0,40000,10000,30000,0,0,25.00,75.00,0.00,0.00
N_2014-049_C_9,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_E_14,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_J_28,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_E_15,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_J_30,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_B_6,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_A_1,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_H_23,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_E_13,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_H_22,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_D_11,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_I_25,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_G_21,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_F_17,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_C_7,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_I_26,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_J_29,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_D_10,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_B_5,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_H_24,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_G_20,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_A_3,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_A_2,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_I_27,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_F_18,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_G_19,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_D_12,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_F_16,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_B_4,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-049_C_8,10/07/2014,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2014-050_J_28,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_H_22,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_B_6,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_C_9,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_G_20,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_G_21,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_I_27,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_J_30,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_J_29,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_G_19,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_F_17,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_A_3,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_A_2,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_F_18,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_H_24,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_I_25,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_C_8,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_F_16,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_A_1,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_D_12,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_C_7,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_B_4,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_E_14,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_B_5,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_I_26,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_H_23,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_D_10,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_E_13,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_D_11,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-050_E_15,3/08/2014,Sydney CP,6,N,0,10000,50,9950,0,0,0.50,99.50,0.00,0.00
N_2014-051_E_15,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_H_22,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_G_21,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_G_19,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_H_23,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_C_9,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_I_27,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_B_6,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_I_25,21/07/2014,Singleton,10,N,1,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_J_30,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_C_8,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_D_10,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_D_11,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_H_24,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_F_18,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_E_14,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_A_1,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_E_13,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_J_28,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_B_4,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_A_2,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_J_29,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_A_3,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_D_12,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_F_17,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_B_5,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_F_16,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_C_7,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_G_20,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-051_I_26,21/07/2014,Singleton,10,N,0,7000,1750,5250,0,0,25.00,75.00,0.00,0.00
N_2014-052_A_2,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_A_1,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_C_9,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_H_23,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_J_28,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_E_14,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_G_19,26/07/2014,Wingham,12,N,1,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_G_21,26/07/2014,Wingham,12,N,1,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_H_24,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_D_12,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_F_18,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_H_22,26/07/2014,Wingham,12,N,1,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_B_4,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_C_7,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_J_30,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_E_15,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_G_20,26/07/2014,Wingham,12,N,1,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_I_26,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_D_11,26/07/2014,Wingham,12,N,1,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_F_17,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_C_10,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_C_8,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_B_5,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_I_25,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_F_16,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_D_13,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_B_6,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_J_29,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_I_27,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-052_A_3,26/07/2014,Wingham,12,N,0,22500,18000,4500,0,0,80.00,20.00,0.00,0.00
N_2014-053_F_16,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_F_17,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_F_18,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_G_19,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_C_8,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_I_27,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_C_7,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_H_23,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_D_10,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_B_6,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_J_28,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_I_26,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_G_20,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_J_30,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_B_5,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_E_14,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_I_25,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_A_1,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_B_4,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_A_2,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_G_21,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_H_24,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_D_12,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_H_22,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_J_29,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_A_3,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_D_11,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_C_9,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_E_15,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-053_E_13,28/09/2014,Sydney CP,6,N,0,7000,350,6650,0,0,5.00,95.00,0.00,0.00
N_2014-054_E_12,29/07/2014,Lismore,17,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2014-054_A_1,29/07/2014,Lismore,17,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2014-054_A_2,29/07/2014,Lismore,17,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2014-054_E_14,29/07/2014,Lismore,17,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2014-054_A_3,29/07/2014,Lismore,17,N,1,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2014-054_E_13,29/07/2014,Lismore,17,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2014-054_C_7,29/07/2014,Lismore,17,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2014-054_I_24,29/07/2014,Lismore,17,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2014-054_C_8,29/07/2014,Lismore,17,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2014-054_J_28,29/07/2014,Lismore,17,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2014-054_F_15,29/07/2014,Lismore,17,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2014-054_G_19,29/07/2014,Lismore,17,N,1,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2014-054_G_20,29/07/2014,Lismore,17,N,1,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2014-054_B_4,29/07/2014,Lismore,17,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
N_2014-054_B_5,29/07/2014,Lismore,17,N,0,30000,15000,15000,0,0,50.00,50.00,0.00,0.00
